#generated-date=2023-07-24
3mc syndrome 1	http://www.ebi.ac.uk/efo/EFO_1001978	3MC syndrome 1
3mc syndrome 2	http://purl.obolibrary.org/obo/MONDO_0017398	3MC syndrome
3mc syndrome 3	http://purl.obolibrary.org/obo/MONDO_0017398	3MC syndrome
3mc syndrome	http://purl.obolibrary.org/obo/MONDO_0017398	3MC syndrome
3-methylcrotonyl-coa carboxylase 1 deficiency	http://www.orpha.net/ORDO/Orphanet_6	3-methylcrotonyl-CoA carboxylase deficiency
3-methylcrotonyl-coa carboxylase 2 deficiency	http://www.orpha.net/ORDO/Orphanet_6	3-methylcrotonyl-CoA carboxylase deficiency
3-methylglutaconic aciduria	http://purl.obolibrary.org/obo/MONDO_0017359	3-methylglutaconic aciduria
3-methylglutaconic aciduria type 1	http://purl.obolibrary.org/obo/MONDO_0009610	3-methylglutaconic aciduria type 1
3-methylglutaconic aciduria type 2	http://purl.obolibrary.org/obo/MONDO_0010543	Barth syndrome
3-methylglutaconic aciduria type 3	http://purl.obolibrary.org/obo/MONDO_0009787	3-methylglutaconic aciduria type 3
3-methylglutaconic aciduria type 5	http://purl.obolibrary.org/obo/MONDO_0012435	3-methylglutaconic aciduria type 5
3-methylglutaconic aciduria type 9	http://purl.obolibrary.org/obo/MONDO_0044724	3-methylglutaconic aciduria type 9
3-methylglutaconic aciduria with deafness, encephalopathy, and leigh-like syndrome	http://purl.obolibrary.org/obo/MONDO_0013875	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome
3m syndrome 1	http://www.orpha.net/ORDO/Orphanet_2616	3M syndrome
3m syndrome 2	http://www.orpha.net/ORDO/Orphanet_2616	3M syndrome
3m syndrome 3	http://www.orpha.net/ORDO/Orphanet_2616	3M syndrome
3-m syndrome	http://purl.obolibrary.org/obo/MONDO_0007477	3-M syndrome
3-oxo-5 alpha-steroid delta 4-dehydrogenase deficiency	http://purl.obolibrary.org/obo/MONDO_0009923	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency
3p- syndrome	http://purl.obolibrary.org/obo/MONDO_0013424	3p- syndrome
4-5 finger syndactyly	http://purl.obolibrary.org/obo/HP_0006101	Finger syndactyly
46,xx disorder of sex development	http://purl.obolibrary.org/obo/MONDO_0017576	46,XX disorder of sex development
46 xx gonadal dysgenesis	http://purl.obolibrary.org/obo/MONDO_0009299	46 XX gonadal dysgenesis
46 xx gonadal dysgenesis	http://www.orpha.net/ORDO/Orphanet_243	46,XX gonadal dysgenesis
46,xx ovarian dysgenesis-short stature syndrome	http://www.orpha.net/ORDO/Orphanet_243	46,XX gonadal dysgenesis
46,xx sex reversal 2	http://purl.obolibrary.org/obo/MONDO_0100249	46,XX testicular disorder of sex development
46,xx sex reversal 4	http://purl.obolibrary.org/obo/MONDO_0100249	46,XX testicular disorder of sex development
46,xx sex reversal 5	http://purl.obolibrary.org/obo/MONDO_0030049	46,xx sex reversal 5
46,xy disorder of sex development due to testicular 17,20-desmolase deficiency	http://www.orpha.net/ORDO/Orphanet_90796	46,XY difference of sex development due to isolated 17,20-lyase deficiency
46,xy disorder of sex development	http://purl.obolibrary.org/obo/MONDO_0020040	46,XY disorder of sex development
46,xy gonadal dysgenesis-motor and sensory neuropathy syndrome	http://purl.obolibrary.org/obo/MONDO_0011766	46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome
46,xy gonadal dysgenesis-motor and sensory neuropathy syndrome	http://www.orpha.net/ORDO/Orphanet_168563	46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome
46,xy ovotesticular disorder of sex development	http://purl.obolibrary.org/obo/MONDO_0017968	46,XY ovotesticular disorder of sex development
46,xy partial gonadal dysgenesis	http://purl.obolibrary.org/obo/MONDO_0016674	46,XY partial gonadal dysgenesis
46,xy sex reversal 10	http://purl.obolibrary.org/obo/MONDO_0010765	46,XY complete gonadal dysgenesis
46,xy sex reversal 11	http://www.orpha.net/ORDO/Orphanet_983	Testicular regression syndrome
46,xy sex reversal 1	http://purl.obolibrary.org/obo/MONDO_0010765	46,XY complete gonadal dysgenesis
46,xy sex reversal 2	http://purl.obolibrary.org/obo/MONDO_0010765	46,XY complete gonadal dysgenesis
46,xy sex reversal 5	http://purl.obolibrary.org/obo/MONDO_0010765	46,XY complete gonadal dysgenesis
46,xy sex reversal 6	http://purl.obolibrary.org/obo/MONDO_0013410	46,XY sex reversal 6
46,xy sex reversal 7	http://purl.obolibrary.org/obo/MONDO_0010765	46,XY complete gonadal dysgenesis
46,xy sex reversal 9	http://purl.obolibrary.org/obo/MONDO_0016674	46,XY partial gonadal dysgenesis
4p partial monosomy syndrome	http://purl.obolibrary.org/obo/MONDO_0008684	Wolf-Hirschhorn syndrome
5-oxoprolinase deficiency	http://purl.obolibrary.org/obo/MONDO_0009825	5-oxoprolinase deficiency
5q14.3 microdeletion syndrome	http://purl.obolibrary.org/obo/MONDO_0016456	5q14.3 microdeletion syndrome
5q35 microduplication syndrome	http://purl.obolibrary.org/obo/MONDO_0012081	15q11q13 microduplication syndrome
6-pyruvoyl-tetrahydrobiopterin synthase deficiency	http://purl.obolibrary.org/obo/MONDO_0009863	BH4-deficient hyperphenylalaninemia A
6-pyruvoyl-tetrahydrobiopterin synthase deficiency	http://www.orpha.net/ORDO/Orphanet_13	6-pyruvoyl-tetrahydropterin synthase deficiency
6-pyruvoyl-tetrahydrobiopterin synthase deficiency	http://www.orpha.net/ORDO/Orphanet_238583	Hyperphenylalaninemia due to tetrahydrobiopterin deficiency
7p22.1 microduplication syndrome	http://purl.obolibrary.org/obo/MONDO_0017792	7p22.1 microduplication syndrome
7q11.23 microduplication syndrome	http://purl.obolibrary.org/obo/MONDO_0012342	7q11.23 microduplication syndrome
8p inverted duplication/deletion syndrome	http://purl.obolibrary.org/obo/MONDO_0019876	8p inverted duplication/deletion syndrome
8q24.3 microdeletion syndrome	http://purl.obolibrary.org/obo/MONDO_0014263	8q24.3 microdeletion syndrome
9q34 microduplication syndrome	http://purl.obolibrary.org/obo/MONDO_0012081	15q11q13 microduplication syndrome
aarskog syndrome	http://purl.obolibrary.org/obo/MONDO_0010589	Aarskog-Scott syndrome, X-linked
abca1-related disorders	http://purl.obolibrary.org/obo/MONDO_0015369	Joubert syndrome and related disorders
abca4-related disorders	http://purl.obolibrary.org/obo/MONDO_0800406	ABCA4-related retinopathy
abcd syndrome	http://purl.obolibrary.org/obo/MONDO_0010895	ABCD syndrome
abdominal colic	http://purl.obolibrary.org/obo/HP_0011848	Abdominal colic
abdominal distention	http://purl.obolibrary.org/obo/HP_0003270	Abdominal distention
abdominal obesity-metabolic syndrome 3	http://www.ebi.ac.uk/efo/EFO_0000195	metabolic syndrome
abdominal pain	http://purl.obolibrary.org/obo/HP_0002027	Abdominal pain
abetaa21g amyloidosis	http://purl.obolibrary.org/obo/MONDO_0017948	ABetaA21G amyloidosis
abeta amyloidosis, arctic type	http://purl.obolibrary.org/obo/MONDO_0017949	ABeta amyloidosis, Arctic type
abeta amyloidosis, dutch type	http://purl.obolibrary.org/obo/MONDO_0015033	ABeta amyloidosis, dutch type
abeta amyloidosis, iowa type	http://purl.obolibrary.org/obo/MONDO_0017946	ABeta amyloidosis, Iowa type
abeta amyloidosis, italian type	http://purl.obolibrary.org/obo/MONDO_0017947	ABeta amyloidosis, Italian type
abetalipoproteinaemia	http://purl.obolibrary.org/obo/MONDO_0008692	abetalipoproteinemia
ablepharon macrostomia syndrome	http://purl.obolibrary.org/obo/MONDO_0008693	ablepharon macrostomia syndrome
abnormal aggressive, impulsive or violent behavior	http://purl.obolibrary.org/obo/HP_0006919	Abnormal aggressive, impulsive or violent behavior
abnormal aortic valve physiology	http://purl.obolibrary.org/obo/HP_0031652	Abnormal aortic valve physiology
abnormal autonomic nervous system physiology	http://purl.obolibrary.org/obo/HP_0012332	Abnormal autonomic nervous system physiology
abnormal axial skeleton morphology	http://purl.obolibrary.org/obo/HP_0011821	Abnormal facial skeleton morphology
abnormal basal ganglia morphology	http://www.ebi.ac.uk/efo/EFO_0009533	basal ganglia disease
abnormal biliary tract morphology	http://purl.obolibrary.org/obo/HP_0012440	Abnormal biliary tract morphology
abnormal bleeding	http://purl.obolibrary.org/obo/HP_0001892	Abnormal bleeding
abnormal blistering of the skin	http://purl.obolibrary.org/obo/HP_0008066	Abnormal blistering of the skin
abnormal central motor function	http://purl.obolibrary.org/obo/HP_0011442	Abnormal central motor function
abnormal cerebral white matter morphology	http://purl.obolibrary.org/obo/HP_0002500	Abnormal cerebral white matter morphology
abnormal choroid morphology	http://purl.obolibrary.org/obo/MONDO_0001898	optic choroid disorder
abnormal ciliary motility	http://purl.obolibrary.org/obo/HP_0012262	Abnormal ciliary motility
abnormal circulating calcium concentration	http://purl.obolibrary.org/obo/HP_0004363	Abnormal circulating calcium concentration
abnormal circulating carbohydrate concentration	http://purl.obolibrary.org/obo/HP_0011013	Abnormal circulating carbohydrate concentration
abnormal circulating lipid concentration	http://purl.obolibrary.org/obo/HP_0003119	Abnormal circulating lipid concentration
abnormal circulating serine concentration	http://purl.obolibrary.org/obo/HP_0012278	Abnormal circulating serine concentration
abnormal corpus callosum morphology	http://purl.obolibrary.org/obo/HP_0001273	Abnormal corpus callosum morphology
abnormal cortical gyration	http://purl.obolibrary.org/obo/HP_0002536	Abnormal cortical gyration
abnormal dental enamel morphology	http://purl.obolibrary.org/obo/HP_0000682	Abnormal dental enamel morphology
abnormal digit morphology	http://purl.obolibrary.org/obo/HP_0011297	Abnormal digit morphology
abnormal earlobe morphology	http://purl.obolibrary.org/obo/HP_0000363	Abnormal earlobe morphology
abnormal electroretinogram	http://purl.obolibrary.org/obo/HP_0000512	Abnormal electroretinogram
abnormal emotion/affect behavior	http://purl.obolibrary.org/obo/HP_0100851	Abnormal emotion/affect behavior
abnormal esophagus morphology	http://purl.obolibrary.org/obo/HP_0002031	Abnormal esophagus morphology
abnormal esophagus physiology	http://purl.obolibrary.org/obo/HP_0025270	Abnormal esophagus physiology
abnormal facial shape	http://purl.obolibrary.org/obo/HP_0001999	Abnormal facial shape
abnormal facial skeleton morphology	http://purl.obolibrary.org/obo/HP_0011821	Abnormal facial skeleton morphology
abnormal foot morphology	http://purl.obolibrary.org/obo/HP_0001760	Abnormal foot morphology
abnormal hair pattern	http://purl.obolibrary.org/obo/HP_0010720	Abnormal hair pattern
abnormal hemoglobin	http://purl.obolibrary.org/obo/HP_0011902	Abnormal hemoglobin
abnormality of blood and blood-forming tissues	http://purl.obolibrary.org/obo/HP_0001871	Abnormality of blood and blood-forming tissues
abnormality of bone mineral density	http://purl.obolibrary.org/obo/HP_0004348	Abnormality of bone mineral density
abnormality of brain morphology	http://purl.obolibrary.org/obo/HP_0012443	Abnormality of brain morphology
abnormality of cardiovascular system morphology	http://purl.obolibrary.org/obo/HP_0030680	Abnormality of cardiovascular system morphology
abnormality of coagulation	http://purl.obolibrary.org/obo/HP_0001928	Abnormality of coagulation
abnormality of connective tissue	http://purl.obolibrary.org/obo/HP_0003549	Abnormality of connective tissue
abnormality of iron homeostasis	http://purl.obolibrary.org/obo/HP_0011031	Abnormality of iron homeostasis
abnormality of limbs	http://purl.obolibrary.org/obo/HP_0040064	Abnormality of limbs
abnormality of metabolism/homeostasis	http://purl.obolibrary.org/obo/HP_0001939	Abnormality of metabolism/homeostasis
abnormality of mitochondrial metabolism	http://purl.obolibrary.org/obo/HP_0003287	Abnormality of mitochondrial metabolism
abnormality of mouth shape	http://purl.obolibrary.org/obo/HP_0011338	Abnormality of mouth shape
abnormality of neuronal migration	http://purl.obolibrary.org/obo/HP_0002269	Abnormality of neuronal migration
abnormality of prenatal development or birth	http://purl.obolibrary.org/obo/HP_0001197	Abnormality of prenatal development or birth
abnormality of refraction	http://purl.obolibrary.org/obo/HP_0000539	Abnormality of refraction
abnormality of salivation	http://purl.obolibrary.org/obo/HP_0100755	Abnormality of salivation
abnormality of skin morphology	http://purl.obolibrary.org/obo/HP_0011121	Abnormality of skin morphology
abnormality of t cell physiology	http://purl.obolibrary.org/obo/HP_0011840	Abnormality of T cell physiology
abnormality of temperature regulation	http://purl.obolibrary.org/obo/HP_0004370	Abnormality of temperature regulation
abnormality of the anterior fontanelle	http://purl.obolibrary.org/obo/HP_0000236	Abnormality of the anterior fontanelle
abnormality of the anus	http://purl.obolibrary.org/obo/HP_0004378	Abnormality of the anus
abnormality of the cardiovascular system	http://purl.obolibrary.org/obo/HP_0001626	Abnormality of the cardiovascular system
abnormality of the cervical spine	http://purl.obolibrary.org/obo/HP_0003319	Abnormality of the cervical spine
abnormality of the dentition	http://purl.obolibrary.org/obo/HP_0000164	Abnormality of the dentition
abnormality of the diaphragm	http://purl.obolibrary.org/obo/HP_0000775	Abnormality of the diaphragm
abnormality of the eye	http://www.ebi.ac.uk/efo/EFO_0003966	eye disease
abnormality of the face	http://purl.obolibrary.org/obo/HP_0000271	Abnormality of the face
abnormality of the gastrointestinal tract	http://purl.obolibrary.org/obo/HP_0011024	Abnormality of the gastrointestinal tract
abnormality of the genital system	http://purl.obolibrary.org/obo/HP_0000078	Abnormality of the genital system
abnormality of the genitourinary system	http://www.ebi.ac.uk/efo/EFO_0009663	disease of genitourinary system
abnormality of the head	http://purl.obolibrary.org/obo/HP_0000234	Abnormality of the head
abnormality of the immune system	http://purl.obolibrary.org/obo/HP_0002715	Abnormality of the immune system
abnormality of the inner ear	http://purl.obolibrary.org/obo/HP_0000359	Abnormality of the inner ear
abnormality of the kidney	http://purl.obolibrary.org/obo/HP_0000077	Abnormality of the kidney
abnormality of the larynx	http://purl.obolibrary.org/obo/HP_0001600	Abnormality of the larynx
abnormality of the liver	http://www.ebi.ac.uk/efo/EFO_0001421	liver disease
abnormality of the lower limb	http://purl.obolibrary.org/obo/HP_0002814	Abnormality of the lower limb
abnormality of the mitochondrion	http://purl.obolibrary.org/obo/HP_0012103	Abnormality of the mitochondrion
abnormality of the musculature	http://purl.obolibrary.org/obo/HP_0003011	Abnormality of the musculature
abnormality of the nail	http://purl.obolibrary.org/obo/HP_0001597	Abnormality of the nail
abnormality of the neck	http://purl.obolibrary.org/obo/HP_0000464	Abnormality of the neck
abnormality of the nervous system	http://purl.obolibrary.org/obo/MONDO_0002320	congenital nervous system disorder
abnormality of the outer ear	http://purl.obolibrary.org/obo/HP_0000356	Abnormality of the outer ear
abnormality of the ovary	http://www.ebi.ac.uk/efo/EFO_0005771	ovarian disease
abnormality of the respiratory system	http://purl.obolibrary.org/obo/HP_0002086	Abnormality of the respiratory system
abnormality of the skeletal system	http://purl.obolibrary.org/obo/HP_0000924	Abnormality of the skeletal system
abnormality of the skin	http://purl.obolibrary.org/obo/HP_0000951	Abnormality of the skin
abnormality of the thyroid gland	http://www.ebi.ac.uk/efo/EFO_1000627	thyroid disease
abnormality of the tongue	http://purl.obolibrary.org/obo/HP_0000157	Abnormality of the tongue
abnormality of the upper limb	http://purl.obolibrary.org/obo/HP_0002817	Abnormality of the upper limb
abnormality of the urinary system	http://purl.obolibrary.org/obo/HP_0000079	Abnormality of the urinary system
abnormality of the vertebral column	http://purl.obolibrary.org/obo/HP_0000925	Abnormality of the vertebral column
abnormality of upper limb joint	http://purl.obolibrary.org/obo/HP_0009810	Abnormality of upper limb joint
abnormality of vision	http://purl.obolibrary.org/obo/HP_0000504	Abnormality of vision
abnormality of visual evoked potentials	http://purl.obolibrary.org/obo/HP_0000649	Abnormality of visual evoked potentials
abnormal liver function tests during pregnancy	http://purl.obolibrary.org/obo/HP_0200148	Abnormal liver function tests during pregnancy
abnormally lax or hyperextensible skin	http://purl.obolibrary.org/obo/HP_0008067	Abnormally lax or hyperextensible skin
abnormal macular morphology	http://purl.obolibrary.org/obo/HP_0001103	Abnormal macular morphology
abnormal mandible morphology	http://purl.obolibrary.org/obo/HP_0000277	Abnormal mandible morphology
abnormal mitochondria in muscle tissue	http://purl.obolibrary.org/obo/HP_0008316	Abnormal mitochondria in muscle tissue
abnormal mitral valve physiology	http://purl.obolibrary.org/obo/HP_0031481	Abnormal mitral valve physiology
abnormal morphology of left ventricular trabeculae	http://purl.obolibrary.org/obo/HP_0031192	Abnormal morphology of left ventricular trabeculae
abnormal muscle fiber dystrophin expression	http://purl.obolibrary.org/obo/HP_0030096	Abnormal muscle fiber dystrophin expression
abnormal muscle tone	http://purl.obolibrary.org/obo/HP_0003808	Abnormal muscle tone
abnormal myelination	http://purl.obolibrary.org/obo/HP_0012447	Abnormal myelination
abnormal nervous system physiology	http://purl.obolibrary.org/obo/HP_0012638	Abnormal nervous system physiology
abnormal nonverbal communicative behavior	http://purl.obolibrary.org/obo/HP_0000758	Abnormal nonverbal communicative behavior
abnormal number of hair whorls	http://purl.obolibrary.org/obo/HP_0010813	Abnormal number of hair whorls
abnormal pattern of respiration	http://purl.obolibrary.org/obo/HP_0002793	Abnormal pattern of respiration
abnormal peripheral nervous system morphology	http://www.ebi.ac.uk/efo/EFO_0009387	peripheral nervous system disease
abnormal pinna morphology	http://purl.obolibrary.org/obo/HP_0000377	Abnormal pinna morphology
abnormal platelet aggregation	http://purl.obolibrary.org/obo/HP_0030402	Abnormal platelet aggregation
abnormal posterior cranial fossa morphology	http://purl.obolibrary.org/obo/HP_0000932	Abnormal posterior cranial fossa morphology
abnormal pulmonary interstitial morphology	http://www.ebi.ac.uk/efo/EFO_0004244	interstitial lung disease
abnormal pyramidal sign	http://purl.obolibrary.org/obo/HP_0007256	Abnormal pyramidal sign
abnormal rectum morphology	http://purl.obolibrary.org/obo/HP_0002034	Abnormal rectum morphology
abnormal renal cortex morphology	http://purl.obolibrary.org/obo/HP_0011035	Abnormal renal cortex morphology
abnormal renal morphology	http://purl.obolibrary.org/obo/HP_0012210	Abnormal renal morphology
abnormal renal pelvis morphology	http://purl.obolibrary.org/obo/HP_0010944	Abnormal renal pelvis morphology
abnormal retinal morphology	http://purl.obolibrary.org/obo/HP_0000479	Abnormal retinal morphology
abnormal skeletal morphology	http://purl.obolibrary.org/obo/HP_0011842	Abnormal skeletal morphology
abnormal skull morphology	http://purl.obolibrary.org/obo/HP_0000929	Abnormal skull morphology
abnormal sperm morphology	http://purl.obolibrary.org/obo/HP_0012864	Abnormal sperm morphology
abnormal sperm tail morphology	http://purl.obolibrary.org/obo/HP_0012868	Abnormal sperm tail morphology
abnormal sternum morphology	http://purl.obolibrary.org/obo/HP_0000766	Abnormal sternum morphology
abnormal subcutaneous fat tissue distribution	http://purl.obolibrary.org/obo/HP_0007552	Abnormal subcutaneous fat tissue distribution
abnormal talus morphology	http://purl.obolibrary.org/obo/HP_0008365	Abnormal talus morphology
abnormal thorax morphology	http://purl.obolibrary.org/obo/HP_0000765	Abnormal thorax morphology
abnormal thrombosis	http://purl.obolibrary.org/obo/HP_0001977	Abnormal thrombosis
abnormal upper limb bone morphology	http://purl.obolibrary.org/obo/HP_0040070	Abnormal upper limb bone morphology
abnormal upper motor neuron morphology	http://purl.obolibrary.org/obo/HP_0002127	Abnormal upper motor neuron morphology
abnormal urinary color	http://purl.obolibrary.org/obo/HP_0012086	Abnormal urinary color
abnormal ventricular septum morphology	http://purl.obolibrary.org/obo/HP_0010438	Abnormal ventricular septum morphology
abnormal zygomatic bone morphology	http://purl.obolibrary.org/obo/HP_0010668	Abnormal zygomatic bone morphology
abortive cerebellar ataxia	http://purl.obolibrary.org/obo/MONDO_0008858	Behr syndrome
abri amyloidosis	http://purl.obolibrary.org/obo/MONDO_0008306	ABri amyloidosis
abruzzo-erickson syndrome	http://purl.obolibrary.org/obo/MONDO_0010554	Abruzzo-Erickson syndrome
absence seizure	http://purl.obolibrary.org/obo/HP_0002121	Generalized non-motor (absence) seizure
absent axillary hair	http://purl.obolibrary.org/obo/HP_0002221	Absent axillary hair
absent epiphyses	http://purl.obolibrary.org/obo/HP_0010577	Absent epiphyses
absent inner and outer dynein arms	http://purl.obolibrary.org/obo/HP_0012259	Absent inner and outer dynein arms
absent muscle fiber dysferlin	http://purl.obolibrary.org/obo/HP_0030114	Absent muscle fiber dysferlin
absent or delayed speech development	http://www.ebi.ac.uk/efo/EFO_0009083	absent or delayed speech development
absent pubic hair	http://purl.obolibrary.org/obo/HP_0002555	Absent pubic hair
absent speech	http://purl.obolibrary.org/obo/HP_0001344	Absent speech
absent vas deferens	http://purl.obolibrary.org/obo/HP_0012873	Absent vas deferens
absent vertebral body mineralization	http://purl.obolibrary.org/obo/HP_0004605	Absent vertebral body mineralization
acampomelic campomelic dysplasia	http://purl.obolibrary.org/obo/MONDO_0007251	campomelic dysplasia
acanthocytosis	http://www.orpha.net/ORDO/Orphanet_98366	Constitutional hemolytic anemia due to acanthocytosis
acanthosis nigricans	http://www.ebi.ac.uk/efo/EFO_1000660	acanthosis nigricans
acatalasemia, japanese type	http://www.ebi.ac.uk/efo/EFO_0004144	acatalasia
acatalasia	http://www.ebi.ac.uk/efo/EFO_0004144	acatalasia
accelerated skeletal maturation	http://purl.obolibrary.org/obo/HP_0005616	Accelerated skeletal maturation
accelerated tumor formation, susceptibility to	http://www.ebi.ac.uk/efo/EFO_0022193	accelerated tumor formation, susceptibility to
acetyl-coa acetyltransferase-2 deficiency	http://purl.obolibrary.org/obo/MONDO_0013548	acetyl-CoA acetyltransferase-2 deficiency
achalasia	http://purl.obolibrary.org/obo/HP_0002571	Achalasia
acheiropodia	http://www.orpha.net/ORDO/Orphanet_931	Acheiropodia
achilles tendon contracture	http://purl.obolibrary.org/obo/HP_0001771	Achilles tendon contracture
achondrogenesis	http://purl.obolibrary.org/obo/MONDO_0019648	achondrogenesis
achondrogenesis, type ia	http://www.orpha.net/ORDO/Orphanet_93299	Achondrogenesis type 1A
achondrogenesis, type ib	http://purl.obolibrary.org/obo/MONDO_0010966	achondrogenesis type IB
achondrogenesis, type ib	http://www.orpha.net/ORDO/Orphanet_93298	Achondrogenesis type 1B
achondrogenesis type ii	http://purl.obolibrary.org/obo/MONDO_0008702	achondrogenesis type II
achondroplasia	http://purl.obolibrary.org/obo/MONDO_0007037	Achondroplasia
achromatopsia 2	http://purl.obolibrary.org/obo/MONDO_0018852	achromatopsia
achromatopsia 3	http://purl.obolibrary.org/obo/MONDO_0018852	achromatopsia
achromatopsia 4	http://purl.obolibrary.org/obo/MONDO_0018852	achromatopsia
achromatopsia 5	http://purl.obolibrary.org/obo/MONDO_0018852	achromatopsia
achromatopsia 6	http://purl.obolibrary.org/obo/MONDO_0018852	achromatopsia
achromatopsia 7	http://purl.obolibrary.org/obo/MONDO_0018852	achromatopsia
achromatopsia	http://purl.obolibrary.org/obo/MONDO_0018852	achromatopsia
acid sphingomyelinase deficiency	http://purl.obolibrary.org/obo/MONDO_0100464	acid sphingomyelinase deficiency
acne inversa, familial, 1	http://purl.obolibrary.org/obo/MONDO_0007728	acne inversa, familial, 1
acne inversa, familial, 2	http://www.ebi.ac.uk/efo/EFO_1000710	hidradenitis suppurativa
acne inversa, familial, 3	http://purl.obolibrary.org/obo/MONDO_0024516	familial acne inversa
acquired hemoglobin h disease	http://purl.obolibrary.org/obo/MONDO_0010328	alpha-thalassemia-myelodysplastic syndrome
acquired hemoglobin h disease	http://www.orpha.net/ORDO/Orphanet_231401	Alpha-thalassemia-myelodysplastic syndrome
acquired immunodeficiency syndrome, slow progression to	http://www.ebi.ac.uk/efo/EFO_0000765	AIDS
acquired long qt syndrome	http://www.ebi.ac.uk/efo/EFO_0005138	acquired long QT syndrome
acquired partial lipodystrophy	http://purl.obolibrary.org/obo/MONDO_0012104	acquired partial lipodystrophy
acquired polycythemia vera	http://www.ebi.ac.uk/efo/EFO_0002429	polycythemia vera
acral peeling skin syndrome	http://purl.obolibrary.org/obo/MONDO_0012345	acral peeling skin syndrome
acrocallosal syndrome	http://purl.obolibrary.org/obo/MONDO_0008708	acrocallosal syndrome
acrocapitofemoral dysplasia	http://purl.obolibrary.org/obo/MONDO_0011907	acrocapitofemoral dysplasia
acrocephalosyndactyly	http://purl.obolibrary.org/obo/MONDO_0019796	acrocephalosyndactyly
acrocephalosyndactyly type i	http://purl.obolibrary.org/obo/MONDO_0007041	Apert syndrome
acrodermatitis continua suppurativa of hallopeau	http://purl.obolibrary.org/obo/MONDO_0013626	psoriasis 14, pustular
acrodysostosis 1 with or without hormone resistance	http://purl.obolibrary.org/obo/MONDO_0017240	acrodysostosis with multiple hormone resistance
acrodysostosis 2 with or without hormone resistance	http://purl.obolibrary.org/obo/MONDO_0017240	acrodysostosis with multiple hormone resistance
acrodysostosis	http://purl.obolibrary.org/obo/MONDO_0019797	acrodysostosis
acroerythrokeratoderma	http://purl.obolibrary.org/obo/MONDO_0009552	mal de Meleda
acrofacial dysostosis cincinnati type	http://www.orpha.net/ORDO/Orphanet_1200	Burn-McKeown syndrome
acrokeratosis verruciformis of hopf	http://www.ebi.ac.uk/efo/EFO_1000666	acrokeratosis verruciformis
acromelic frontonasal dysostosis	http://purl.obolibrary.org/obo/MONDO_0011359	acromelic frontonasal dysostosis
acromesomelia	http://purl.obolibrary.org/obo/HP_0003086	Acromesomelia
acromesomelic dysplasia 1, maroteaux type	http://purl.obolibrary.org/obo/MONDO_0011275	acromesomelic dysplasia 1, Maroteaux type
acromesomelic dysplasia 1, maroteaux type	http://www.orpha.net/ORDO/Orphanet_40	Acromesomelic dysplasia, Maroteaux type
